Name,Date,Close
GOOGL,2006-01-03,217.83
GOOGL,2006-01-04,222.84
GOOGL,2006-01-05,225.85
GOOGL,2006-01-06,233.06
GOOGL,2006-01-09,233.68
GOOGL,2006-01-10,235.11
GOOGL,2006-01-11,236.05
GOOGL,2006-01-12,232.05
GOOGL,2006-01-13,233.36
GOOGL,2006-01-17,233.79
GOOGL,2006-01-18,222.68
GOOGL,2006-01-19,218.44
GOOGL,2006-01-20,199.93
GOOGL,2006-01-23,213.96
GOOGL,2006-01-24,221.74
GOOGL,2006-01-25,216.72
GOOGL,2006-01-26,217.35
GOOGL,2006-01-27,216.96
GOOGL,2006-01-30,213.62
GOOGL,2006-01-31,216.55
GOOGL,2006-02-01,201.09
GOOGL,2006-02-02,198.22
GOOGL,2006-02-03,190.97
GOOGL,2006-02-06,192.74
GOOGL,2006-02-07,184.14
GOOGL,2006-02-08,184.72
GOOGL,2006-02-09,179.56
GOOGL,2006-02-10,181.49
GOOGL,2006-02-13,173.02
GOOGL,2006-02-14,171.83
GOOGL,2006-02-15,171.36
GOOGL,2006-02-16,183.41
GOOGL,2006-02-17,184.56
GOOGL,2006-02-21,183.48
GOOGL,2006-02-22,182.93
GOOGL,2006-02-23,189.22
GOOGL,2006-02-24,188.89
GOOGL,2006-02-27,195.38
GOOGL,2006-02-28,181.49
GOOGL,2006-03-01,182.58
GOOGL,2006-03-02,188.41
GOOGL,2006-03-03,189.28
GOOGL,2006-03-06,184.23
GOOGL,2006-03-07,182.41
GOOGL,2006-03-08,177.12
GOOGL,2006-03-09,171.67
GOOGL,2006-03-10,168.92
GOOGL,2006-03-13,168.7
GOOGL,2006-03-14,175.76
GOOGL,2006-03-15,172.42
GOOGL,2006-03-16,169.55
GOOGL,2006-03-17,170.06
GOOGL,2006-03-20,174.27
GOOGL,2006-03-21,170.13
GOOGL,2006-03-22,170.28
GOOGL,2006-03-23,171.12
GOOGL,2006-03-24,183.08
GOOGL,2006-03-27,185.03
GOOGL,2006-03-28,188.79
GOOGL,2006-03-29,197.69
GOOGL,2006-03-30,194.41
GOOGL,2006-03-31,195.19
GOOGL,2006-04-03,195.04
GOOGL,2006-04-04,202.37
GOOGL,2006-04-05,204.2
GOOGL,2006-04-06,205.8
GOOGL,2006-04-07,203.28
GOOGL,2006-04-10,208.4
GOOGL,2006-04-11,205.03
GOOGL,2006-04-12,204.68
GOOGL,2006-04-13,201.28
GOOGL,2006-04-17,203.61
GOOGL,2006-04-18,202.32
GOOGL,2006-04-19,205.46
GOOGL,2006-04-20,207.71
GOOGL,2006-04-21,218.77
GOOGL,2006-04-24,220.47
GOOGL,2006-04-25,213.79
GOOGL,2006-04-26,213.2
GOOGL,2006-04-27,210.23
GOOGL,2006-04-28,209.18
GOOGL,2006-05-01,199.65
GOOGL,2006-05-02,197.6
GOOGL,2006-05-03,197.28
GOOGL,2006-05-04,197.57
GOOGL,2006-05-05,197.35
GOOGL,2006-05-08,197.59
GOOGL,2006-05-09,204.6
GOOGL,2006-05-10,201.69
GOOGL,2006-05-11,193.69
GOOGL,2006-05-12,187.25
GOOGL,2006-05-15,188.29
GOOGL,2006-05-16,185.84
GOOGL,2006-05-17,187.44
GOOGL,2006-05-18,185.68
GOOGL,2006-05-19,185.2
GOOGL,2006-05-22,185.66
GOOGL,2006-05-23,187.98
GOOGL,2006-05-24,190.82
GOOGL,2006-05-25,191.69
GOOGL,2006-05-26,190.87
GOOGL,2006-05-30,186.16
GOOGL,2006-05-31,186.1
GOOGL,2006-06-01,191.5
GOOGL,2006-06-02,189.91
GOOGL,2006-06-05,187.41
GOOGL,2006-06-06,195.19
GOOGL,2006-06-07,193.45
GOOGL,2006-06-08,196.85
GOOGL,2006-06-09,193.48
GOOGL,2006-06-12,190.96
GOOGL,2006-06-13,193.46
GOOGL,2006-06-14,192.39
GOOGL,2006-06-15,195.7
GOOGL,2006-06-16,195.55
GOOGL,2006-06-19,194.26
GOOGL,2006-06-20,193.78
GOOGL,2006-06-21,201.27
GOOGL,2006-06-22,200.17
GOOGL,2006-06-23,202.63
GOOGL,2006-06-26,202.31
GOOGL,2006-06-27,201.36
GOOGL,2006-06-28,203.26
GOOGL,2006-06-29,209.11
GOOGL,2006-06-30,209.87
GOOGL,2006-07-03,211.81
GOOGL,2006-07-05,210.94
GOOGL,2006-07-06,211.81
GOOGL,2006-07-07,210.44
GOOGL,2006-07-10,209.31
GOOGL,2006-07-11,212.49
GOOGL,2006-07-12,208.83
GOOGL,2006-07-13,204.62
GOOGL,2006-07-14,201.95
GOOGL,2006-07-17,204.15
GOOGL,2006-07-18,201.73
GOOGL,2006-07-19,199.7
GOOGL,2006-07-20,193.75
GOOGL,2006-07-21,195.25
GOOGL,2006-07-24,195.65
GOOGL,2006-07-25,194.87
GOOGL,2006-07-26,192.94
GOOGL,2006-07-27,191.39
GOOGL,2006-07-28,194.25
GOOGL,2006-07-31,193.49
GOOGL,2006-08-01,187.94
GOOGL,2006-08-02,183.8
GOOGL,2006-08-03,187.88
GOOGL,2006-08-04,187.11
GOOGL,2006-08-07,189.16
GOOGL,2006-08-08,190.69
GOOGL,2006-08-09,188.66
GOOGL,2006-08-10,187.29
GOOGL,2006-08-11,184.43
GOOGL,2006-08-14,184.9
GOOGL,2006-08-15,190.68
GOOGL,2006-08-16,194.05
GOOGL,2006-08-17,193.09
GOOGL,2006-08-18,191.87
GOOGL,2006-08-21,188.84
GOOGL,2006-08-22,189.33
GOOGL,2006-08-23,186.9
GOOGL,2006-08-24,187.05
GOOGL,2006-08-25,186.82
GOOGL,2006-08-28,190.67
GOOGL,2006-08-29,189.66
GOOGL,2006-08-30,190.57
GOOGL,2006-08-31,189.45
GOOGL,2006-09-01,189.49
GOOGL,2006-09-05,192.37
GOOGL,2006-09-06,190.26
GOOGL,2006-09-07,189.43
GOOGL,2006-09-08,189.11
GOOGL,2006-09-11,192.24
GOOGL,2006-09-12,196.15
GOOGL,2006-09-13,203.49
GOOGL,2006-09-14,202.19
GOOGL,2006-09-15,205.14
GOOGL,2006-09-18,207.55
GOOGL,2006-09-19,202.11
GOOGL,2006-09-20,198.7
GOOGL,2006-09-21,203.63
GOOGL,2006-09-22,202.09
GOOGL,2006-09-25,202.19
GOOGL,2006-09-26,203.64
GOOGL,2006-09-27,201.66
GOOGL,2006-09-28,201.99
GOOGL,2006-09-29,201.15
GOOGL,2006-10-02,200.92
GOOGL,2006-10-03,202.22
GOOGL,2006-10-04,208.06
GOOGL,2006-10-05,206.11
GOOGL,2006-10-06,210.46
GOOGL,2006-10-09,214.71
GOOGL,2006-10-10,213.54
GOOGL,2006-10-11,213.46
GOOGL,2006-10-12,213.93
GOOGL,2006-10-13,213.86
GOOGL,2006-10-16,211.09
GOOGL,2006-10-17,210.53
GOOGL,2006-10-18,209.86
GOOGL,2006-10-19,213.24
GOOGL,2006-10-20,230.06
GOOGL,2006-10-23,240.63
GOOGL,2006-10-24,236.89
GOOGL,2006-10-25,243.54
GOOGL,2006-10-26,242.79
GOOGL,2006-10-27,237.84
GOOGL,2006-10-30,238.52
GOOGL,2006-10-31,238.43
GOOGL,2006-11-01,233.98
GOOGL,2006-11-02,235.19
GOOGL,2006-11-03,236.13
GOOGL,2006-11-06,238.71
GOOGL,2006-11-07,236.52
GOOGL,2006-11-08,237.74
GOOGL,2006-11-09,236.55
GOOGL,2006-11-10,237.01
GOOGL,2006-11-13,240.76
GOOGL,2006-11-14,244.89
GOOGL,2006-11-15,246.21
GOOGL,2006-11-16,248.2
GOOGL,2006-11-17,249.64
GOOGL,2006-11-20,247.77
GOOGL,2006-11-21,255.08
GOOGL,2006-11-22,254.26
GOOGL,2006-11-24,252.8
GOOGL,2006-11-27,242.62
GOOGL,2006-11-28,244.99
GOOGL,2006-11-29,242.57
GOOGL,2006-11-30,242.65
GOOGL,2006-12-01,240.64
GOOGL,2006-12-04,242.67
GOOGL,2006-12-05,243.74
GOOGL,2006-12-06,244.6
GOOGL,2006-12-07,241.56
GOOGL,2006-12-08,242.3
GOOGL,2006-12-11,242.21
GOOGL,2006-12-12,241.13
GOOGL,2006-12-13,239.73
GOOGL,2006-12-14,241.3
GOOGL,2006-12-15,240.39
GOOGL,2006-12-18,231.63
GOOGL,2006-12-19,234.55
GOOGL,2006-12-20,231.68
GOOGL,2006-12-21,228.33
GOOGL,2006-12-22,228.02
GOOGL,2006-12-26,228.99
GOOGL,2006-12-27,234.25
GOOGL,2006-12-28,231.51
GOOGL,2006-12-29,230.47
GOOGL,2007-01-03,234.03
GOOGL,2007-01-04,241.87
GOOGL,2007-01-05,243.84
GOOGL,2007-01-08,242.03
GOOGL,2007-01-09,242.99
GOOGL,2007-01-10,244.97
GOOGL,2007-01-11,250.11
GOOGL,2007-01-12,252.75
GOOGL,2007-01-16,252.39
GOOGL,2007-01-17,248.89
GOOGL,2007-01-18,244.16
GOOGL,2007-01-19,245.12
GOOGL,2007-01-22,240.66
GOOGL,2007-01-23,239.76
GOOGL,2007-01-24,249.78
GOOGL,2007-01-25,244.29
GOOGL,2007-01-26,248.17
GOOGL,2007-01-29,246.48
GOOGL,2007-01-30,247.41
GOOGL,2007-01-31,251.0
GOOGL,2007-02-01,241.12
GOOGL,2007-02-02,240.99
GOOGL,2007-02-05,233.81
GOOGL,2007-02-06,235.98
GOOGL,2007-02-07,235.24
GOOGL,2007-02-08,235.75
GOOGL,2007-02-09,231.18
GOOGL,2007-02-12,229.37
GOOGL,2007-02-13,229.78
GOOGL,2007-02-14,233.2
GOOGL,2007-02-15,230.97
GOOGL,2007-02-16,235.2
GOOGL,2007-02-20,236.29
GOOGL,2007-02-21,238.17
GOOGL,2007-02-22,238.16
GOOGL,2007-02-23,235.55
GOOGL,2007-02-26,232.7
GOOGL,2007-02-27,224.61
GOOGL,2007-02-28,224.95
GOOGL,2007-03-01,224.34
GOOGL,2007-03-02,219.56
GOOGL,2007-03-05,220.69
GOOGL,2007-03-06,229.0
GOOGL,2007-03-07,228.05
GOOGL,2007-03-08,227.59
GOOGL,2007-03-09,226.71
GOOGL,2007-03-12,227.6
GOOGL,2007-03-13,221.74
GOOGL,2007-03-14,224.22
GOOGL,2007-03-15,223.32
GOOGL,2007-03-16,220.65
GOOGL,2007-03-19,223.84
GOOGL,2007-03-20,222.86
GOOGL,2007-03-21,228.5
GOOGL,2007-03-22,231.25
GOOGL,2007-03-23,231.15
GOOGL,2007-03-26,232.73
GOOGL,2007-03-27,232.04
GOOGL,2007-03-28,231.17
GOOGL,2007-03-29,230.69
GOOGL,2007-03-30,229.31
GOOGL,2007-04-02,229.49
GOOGL,2007-04-03,236.54
GOOGL,2007-04-04,235.75
GOOGL,2007-04-05,235.99
GOOGL,2007-04-09,234.34
GOOGL,2007-04-10,233.48
GOOGL,2007-04-11,232.5
GOOGL,2007-04-12,233.93
GOOGL,2007-04-13,233.38
GOOGL,2007-04-16,237.37
GOOGL,2007-04-17,236.64
GOOGL,2007-04-18,238.24
GOOGL,2007-04-19,236.06
GOOGL,2007-04-20,241.48
GOOGL,2007-04-23,239.78
GOOGL,2007-04-24,239.0
GOOGL,2007-04-25,239.23
GOOGL,2007-04-26,240.83
GOOGL,2007-04-27,239.74
GOOGL,2007-04-30,235.93
GOOGL,2007-05-01,234.73
GOOGL,2007-05-02,233.12
GOOGL,2007-05-03,236.85
GOOGL,2007-05-04,235.8
GOOGL,2007-05-07,233.87
GOOGL,2007-05-08,233.64
GOOGL,2007-05-09,234.86
GOOGL,2007-05-10,230.97
GOOGL,2007-05-11,233.6
GOOGL,2007-05-14,231.12
GOOGL,2007-05-15,229.23
GOOGL,2007-05-16,236.54
GOOGL,2007-05-17,235.72
GOOGL,2007-05-18,235.4
GOOGL,2007-05-21,235.54
GOOGL,2007-05-22,238.17
GOOGL,2007-05-23,237.22
GOOGL,2007-05-24,237.4
GOOGL,2007-05-25,242.0
GOOGL,2007-05-29,243.8
GOOGL,2007-05-30,249.55
GOOGL,2007-05-31,249.2
GOOGL,2007-06-01,250.45
GOOGL,2007-06-04,253.79
GOOGL,2007-06-05,259.68
GOOGL,2007-06-06,259.38
GOOGL,2007-06-07,257.79
GOOGL,2007-06-08,258.0
GOOGL,2007-06-11,255.93
GOOGL,2007-06-12,252.64
GOOGL,2007-06-13,252.87
GOOGL,2007-06-14,251.67
GOOGL,2007-06-15,253.2
GOOGL,2007-06-18,257.86
GOOGL,2007-06-19,257.41
GOOGL,2007-06-20,255.24
GOOGL,2007-06-21,257.31
GOOGL,2007-06-22,262.75
GOOGL,2007-06-25,263.97
GOOGL,2007-06-26,265.4
GOOGL,2007-06-27,263.41
GOOGL,2007-06-28,262.77
GOOGL,2007-06-29,261.61
GOOGL,2007-07-02,265.46
GOOGL,2007-07-03,267.44
GOOGL,2007-07-05,271.09
GOOGL,2007-07-06,269.97
GOOGL,2007-07-09,271.55
GOOGL,2007-07-10,271.94
GOOGL,2007-07-11,272.51
GOOGL,2007-07-12,272.94
GOOGL,2007-07-13,276.36
GOOGL,2007-07-16,276.77
GOOGL,2007-07-17,277.78
GOOGL,2007-07-18,275.02
GOOGL,2007-07-19,274.57
GOOGL,2007-07-20,260.32
GOOGL,2007-07-23,256.51
GOOGL,2007-07-24,257.26
GOOGL,2007-07-25,255.13
GOOGL,2007-07-26,254.25
GOOGL,2007-07-27,256.2
GOOGL,2007-07-30,258.31
GOOGL,2007-07-31,255.25
GOOGL,2007-08-01,256.73
GOOGL,2007-08-02,255.76
GOOGL,2007-08-03,251.75
GOOGL,2007-08-06,255.25
GOOGL,2007-08-07,258.27
GOOGL,2007-08-08,263.15
GOOGL,2007-08-09,257.62
GOOGL,2007-08-10,258.13
GOOGL,2007-08-13,258.01
GOOGL,2007-08-14,254.55
GOOGL,2007-08-15,249.02
GOOGL,2007-08-16,246.01
GOOGL,2007-08-17,250.27
GOOGL,2007-08-20,249.21
GOOGL,2007-08-21,253.56
GOOGL,2007-08-22,256.63
GOOGL,2007-08-23,256.35
GOOGL,2007-08-24,257.76
GOOGL,2007-08-27,256.89
GOOGL,2007-08-28,253.45
GOOGL,2007-08-29,256.7
GOOGL,2007-08-30,255.96
GOOGL,2007-08-31,257.88
GOOGL,2007-09-04,262.84
GOOGL,2007-09-05,264.16
GOOGL,2007-09-06,262.02
GOOGL,2007-09-07,259.93
GOOGL,2007-09-10,257.5
GOOGL,2007-09-11,260.93
GOOGL,2007-09-12,261.59
GOOGL,2007-09-13,262.65
GOOGL,2007-09-14,264.64
GOOGL,2007-09-17,262.91
GOOGL,2007-09-18,267.9
GOOGL,2007-09-19,273.7
GOOGL,2007-09-20,276.69
GOOGL,2007-09-21,280.33
GOOGL,2007-09-24,284.29
GOOGL,2007-09-25,284.78
GOOGL,2007-09-26,284.36
GOOGL,2007-09-27,284.03
GOOGL,2007-09-28,283.92
GOOGL,2007-10-01,291.57
GOOGL,2007-10-02,292.49
GOOGL,2007-10-03,292.3
GOOGL,2007-10-04,289.8
GOOGL,2007-10-05,297.32
GOOGL,2007-10-08,305.11
GOOGL,2007-10-09,307.9
GOOGL,2007-10-10,313.01
GOOGL,2007-10-11,311.31
GOOGL,2007-10-12,319.01
GOOGL,2007-10-15,310.37
GOOGL,2007-10-16,308.31
GOOGL,2007-10-17,317.06
GOOGL,2007-10-18,320.13
GOOGL,2007-10-19,322.68
GOOGL,2007-10-22,325.7
GOOGL,2007-10-23,338.22
GOOGL,2007-10-24,338.25
GOOGL,2007-10-25,334.59
GOOGL,2007-10-26,337.64
GOOGL,2007-10-29,339.95
GOOGL,2007-10-30,347.73
GOOGL,2007-10-31,353.85
GOOGL,2007-11-01,351.96
GOOGL,2007-11-02,355.98
GOOGL,2007-11-05,363.19
GOOGL,2007-11-06,371.27
GOOGL,2007-11-07,366.84
GOOGL,2007-11-08,347.27
GOOGL,2007-11-09,332.32
GOOGL,2007-11-12,316.35
GOOGL,2007-11-13,330.61
GOOGL,2007-11-14,321.16
GOOGL,2007-11-15,315.14
GOOGL,2007-11-16,317.13
GOOGL,2007-11-19,313.24
GOOGL,2007-11-20,324.59
GOOGL,2007-11-21,330.59
GOOGL,2007-11-23,338.69
GOOGL,2007-11-26,333.3
GOOGL,2007-11-27,337.12
GOOGL,2007-11-28,346.48
GOOGL,2007-11-29,348.85
GOOGL,2007-11-30,346.85
GOOGL,2007-12-03,341.11
GOOGL,2007-12-04,342.42
GOOGL,2007-12-05,349.6
GOOGL,2007-12-06,357.99
GOOGL,2007-12-07,357.79
GOOGL,2007-12-10,359.57
GOOGL,2007-12-11,349.95
GOOGL,2007-12-12,350.02
GOOGL,2007-12-13,347.37
GOOGL,2007-12-14,345.32
GOOGL,2007-12-17,334.95
GOOGL,2007-12-18,337.01
GOOGL,2007-12-19,339.02
GOOGL,2007-12-20,345.19
GOOGL,2007-12-21,348.69
GOOGL,2007-12-24,350.72
GOOGL,2007-12-26,355.78
GOOGL,2007-12-27,350.72
GOOGL,2007-12-28,351.62
GOOGL,2007-12-31,346.09
GOOGL,2008-01-02,342.94
GOOGL,2008-01-03,343.01
GOOGL,2008-01-04,328.83
GOOGL,2008-01-07,324.95
GOOGL,2008-01-08,316.16
GOOGL,2008-01-09,326.93
GOOGL,2008-01-10,323.69
GOOGL,2008-01-11,319.44
GOOGL,2008-01-14,327.24
GOOGL,2008-01-15,319.14
GOOGL,2008-01-16,308.28
GOOGL,2008-01-17,300.7
GOOGL,2008-01-18,300.43
GOOGL,2008-01-22,292.47
GOOGL,2008-01-23,274.58
GOOGL,2008-01-24,287.53
GOOGL,2008-01-25,283.48
GOOGL,2008-01-28,278.27
GOOGL,2008-01-29,275.54
GOOGL,2008-01-30,274.41
GOOGL,2008-01-31,282.43
GOOGL,2008-02-01,258.21
GOOGL,2008-02-04,247.96
GOOGL,2008-02-05,253.65
GOOGL,2008-02-06,251.11
GOOGL,2008-02-07,252.73
GOOGL,2008-02-08,258.6
GOOGL,2008-02-11,260.84
GOOGL,2008-02-12,259.3
GOOGL,2008-02-13,267.58
GOOGL,2008-02-14,266.39
GOOGL,2008-02-15,265.08
GOOGL,2008-02-19,254.73
GOOGL,2008-02-20,254.75
GOOGL,2008-02-21,251.68
GOOGL,2008-02-22,254.15
GOOGL,2008-02-25,243.46
GOOGL,2008-02-26,232.33
GOOGL,2008-02-27,236.67
GOOGL,2008-02-28,237.93
GOOGL,2008-02-29,235.83
GOOGL,2008-03-03,228.74
GOOGL,2008-03-04,222.52
GOOGL,2008-03-05,224.07
GOOGL,2008-03-06,216.57
GOOGL,2008-03-07,216.89
GOOGL,2008-03-10,207.02
GOOGL,2008-03-11,220.14
GOOGL,2008-03-12,220.31
GOOGL,2008-03-13,221.73
GOOGL,2008-03-14,219.18
GOOGL,2008-03-17,210.14
GOOGL,2008-03-18,219.8
GOOGL,2008-03-19,216.22
GOOGL,2008-03-20,216.99
GOOGL,2008-03-24,230.51
GOOGL,2008-03-25,225.62
GOOGL,2008-03-26,229.32
GOOGL,2008-03-27,222.26
GOOGL,2008-03-28,219.26
GOOGL,2008-03-31,220.46
GOOGL,2008-04-01,233.09
GOOGL,2008-04-02,233.08
GOOGL,2008-04-03,227.79
GOOGL,2008-04-04,235.78
GOOGL,2008-04-07,238.65
GOOGL,2008-04-08,234.14
GOOGL,2008-04-09,232.33
GOOGL,2008-04-10,234.78
GOOGL,2008-04-11,228.95
GOOGL,2008-04-14,226.06
GOOGL,2008-04-15,223.64
GOOGL,2008-04-16,227.74
GOOGL,2008-04-17,224.99
GOOGL,2008-04-18,269.97
GOOGL,2008-04-21,269.16
GOOGL,2008-04-22,277.78
GOOGL,2008-04-23,273.52
GOOGL,2008-04-24,271.79
GOOGL,2008-04-25,272.3
GOOGL,2008-04-28,276.34
GOOGL,2008-04-29,279.51
GOOGL,2008-04-30,287.43
GOOGL,2008-05-01,296.84
GOOGL,2008-05-02,290.94
GOOGL,2008-05-05,297.75
GOOGL,2008-05-06,293.47
GOOGL,2008-05-07,289.79
GOOGL,2008-05-08,291.8
GOOGL,2008-05-09,286.9
GOOGL,2008-05-12,292.76
GOOGL,2008-05-13,291.79
GOOGL,2008-05-14,288.44
GOOGL,2008-05-15,290.79
GOOGL,2008-05-16,290.33
GOOGL,2008-05-19,289.05
GOOGL,2008-05-20,289.59
GOOGL,2008-05-21,275.27
GOOGL,2008-05-22,275.0
GOOGL,2008-05-23,272.58
GOOGL,2008-05-27,280.73
GOOGL,2008-05-28,284.4
GOOGL,2008-05-29,291.79
GOOGL,2008-05-30,293.19
GOOGL,2008-06-02,287.79
GOOGL,2008-06-03,283.93
GOOGL,2008-06-04,286.4
GOOGL,2008-06-05,293.44
GOOGL,2008-06-06,283.78
GOOGL,2008-06-09,279.21
GOOGL,2008-06-10,277.36
GOOGL,2008-06-11,272.87
GOOGL,2008-06-12,276.75
GOOGL,2008-06-13,286.04
GOOGL,2008-06-16,286.69
GOOGL,2008-06-17,285.01
GOOGL,2008-06-18,281.47
GOOGL,2008-06-19,280.38
GOOGL,2008-06-20,273.49
GOOGL,2008-06-23,272.88
GOOGL,2008-06-24,271.42
GOOGL,2008-06-25,275.78
GOOGL,2008-06-26,264.67
GOOGL,2008-06-27,264.3
GOOGL,2008-06-30,263.47
GOOGL,2008-07-01,267.63
GOOGL,2008-07-02,263.78
GOOGL,2008-07-03,268.77
GOOGL,2008-07-07,272.23
GOOGL,2008-07-08,277.54
GOOGL,2008-07-09,271.05
GOOGL,2008-07-10,270.56
GOOGL,2008-07-11,267.17
GOOGL,2008-07-14,261.07
GOOGL,2008-07-15,258.3
GOOGL,2008-07-16,268.07
GOOGL,2008-07-17,266.99
GOOGL,2008-07-18,240.9
GOOGL,2008-07-21,234.63
GOOGL,2008-07-22,238.79
GOOGL,2008-07-23,244.85
GOOGL,2008-07-24,238.05
GOOGL,2008-07-25,246.24
GOOGL,2008-07-28,238.8
GOOGL,2008-07-29,241.8
GOOGL,2008-07-30,241.59
GOOGL,2008-07-31,237.11
GOOGL,2008-08-01,234.16
GOOGL,2008-08-04,231.73
GOOGL,2008-08-05,240.16
GOOGL,2008-08-06,243.41
GOOGL,2008-08-07,239.8
GOOGL,2008-08-08,247.75
GOOGL,2008-08-11,250.67
GOOGL,2008-08-12,251.56
GOOGL,2008-08-13,250.27
GOOGL,2008-08-14,253.0
GOOGL,2008-08-15,255.33
GOOGL,2008-08-18,249.4
GOOGL,2008-08-19,245.5
GOOGL,2008-08-20,242.74
GOOGL,2008-08-21,243.51
GOOGL,2008-08-22,245.54
GOOGL,2008-08-25,241.75
GOOGL,2008-08-26,237.32
GOOGL,2008-08-27,234.52
GOOGL,2008-08-28,237.13
GOOGL,2008-08-29,231.88
GOOGL,2008-09-02,232.86
GOOGL,2008-09-03,232.44
GOOGL,2008-09-04,225.36
GOOGL,2008-09-05,222.35
GOOGL,2008-09-08,210.18
GOOGL,2008-09-09,209.54
GOOGL,2008-09-10,207.29
GOOGL,2008-09-11,217.09
GOOGL,2008-09-12,219.05
GOOGL,2008-09-15,217.15
GOOGL,2008-09-16,221.69
GOOGL,2008-09-17,207.45
GOOGL,2008-09-18,219.76
GOOGL,2008-09-19,224.8
GOOGL,2008-09-22,215.29
GOOGL,2008-09-23,214.85
GOOGL,2008-09-24,217.77
GOOGL,2008-09-25,220.02
GOOGL,2008-09-26,215.74
GOOGL,2008-09-29,190.69
GOOGL,2008-09-30,200.46
GOOGL,2008-10-01,206.07
GOOGL,2008-10-02,195.44
GOOGL,2008-10-03,193.65
GOOGL,2008-10-06,185.79
GOOGL,2008-10-07,173.18
GOOGL,2008-10-08,169.22
GOOGL,2008-10-09,164.65
GOOGL,2008-10-10,166.17
GOOGL,2008-10-13,190.7
GOOGL,2008-10-14,181.54
GOOGL,2008-10-15,169.75
GOOGL,2008-10-16,176.69
GOOGL,2008-10-17,186.46
GOOGL,2008-10-20,189.85
GOOGL,2008-10-21,181.56
GOOGL,2008-10-22,178.01
GOOGL,2008-10-23,176.34
GOOGL,2008-10-24,169.81
GOOGL,2008-10-27,164.91
GOOGL,2008-10-28,184.56
GOOGL,2008-10-29,179.18
GOOGL,2008-10-30,180.02
GOOGL,2008-10-31,179.86
GOOGL,2008-11-03,173.42
GOOGL,2008-11-04,183.65
GOOGL,2008-11-05,171.29
GOOGL,2008-11-06,165.78
GOOGL,2008-11-07,165.74
GOOGL,2008-11-10,159.55
GOOGL,2008-11-11,155.89
GOOGL,2008-11-12,145.65
GOOGL,2008-11-13,156.2
GOOGL,2008-11-14,155.17
GOOGL,2008-11-17,150.21
GOOGL,2008-11-18,148.86
GOOGL,2008-11-19,140.23
GOOGL,2008-11-20,129.91
GOOGL,2008-11-21,131.35
GOOGL,2008-11-24,128.85
GOOGL,2008-11-25,141.17
GOOGL,2008-11-26,146.19
GOOGL,2008-11-28,146.63
GOOGL,2008-12-01,133.13
GOOGL,2008-12-02,137.69
GOOGL,2008-12-03,139.85
GOOGL,2008-12-04,137.31
GOOGL,2008-12-05,142.14
GOOGL,2008-12-08,151.21
GOOGL,2008-12-09,153.14
GOOGL,2008-12-10,154.56
GOOGL,2008-12-11,150.26
GOOGL,2008-12-12,158.04
GOOGL,2008-12-15,155.49
GOOGL,2008-12-16,162.8
GOOGL,2008-12-17,157.78
GOOGL,2008-12-18,155.3
GOOGL,2008-12-19,155.24
GOOGL,2008-12-22,148.7
GOOGL,2008-12-23,149.16
GOOGL,2008-12-24,151.63
GOOGL,2008-12-26,150.33
GOOGL,2008-12-29,148.86
GOOGL,2008-12-30,151.71
